MINE,DEPT_EN_DESC,ROBJ_EN_NM,AGRG_PYMT_AMT
Agriculture and Agri-Food,Agriculture and Agri-Food,Business Services,0
Agriculture and Agri-Food,Agriculture and Agri-Food,Business Services,110692
Agriculture and Agri-Food,Agriculture and Agri-Food,Business Services,132900
Agriculture and Agri-Food,Agriculture and Agri-Food,Business Services,122502
Agriculture and Agri-Food,Agriculture and Agri-Food,Business Services,110266
Agriculture and Agri-Food,Agriculture and Agri-Food,Business Services,155791
Agriculture and Agri-Food,Agriculture and Agri-Food,Business Services,353644
Agriculture and Agri-Food,Agriculture and Agri-Food,Business Services,115690
Agriculture and Agri-Food,Agriculture and Agri-Food,Business Services,144810
Agriculture and Agri-Food,Agriculture and Agri-Food,Business Services,214183
Agriculture and Agri-Food,Agriculture and Agri-Food,Business Services,264000
Agriculture and Agri-Food,Agriculture and Agri-Food,Business Services,2437252
Agriculture and Agri-Food,Agriculture and Agri-Food,Business Services,230549
Agriculture and Agri-Food,Agriculture and Agri-Food,Business Services,133304
Agriculture and Agri-Food,Agriculture and Agri-Food,Business Services,322321
Agriculture and Agri-Food,Agriculture and Agri-Food,Business Services,663089
Agriculture and Agri-Food,Agriculture and Agri-Food,Business Services,211157
Agriculture and Agri-Food,Agriculture and Agri-Food,Business Services,220746
Agriculture and Agri-Food,Agriculture and Agri-Food,Business Services,2335709
Agriculture and Agri-Food,Agriculture and Agri-Food,Business Services,885611
Agriculture and Agri-Food,Agriculture and Agri-Food,Training and Educational Services,3265739
Agriculture and Agri-Food,Agriculture and Agri-Food,Other Services,0
Agriculture and Agri-Food,Agriculture and Agri-Food,Training and Educational Services,150994
Agriculture and Agri-Food,Agriculture and Agri-Food,Training and Educational Services,151951
Agriculture and Agri-Food,Agriculture and Agri-Food,Training and Educational Services,985227
Agriculture and Agri-Food,Agriculture and Agri-Food,Training and Educational Services,106658
Agriculture and Agri-Food,Agriculture and Agri-Food,Other Services,7006216
Agriculture and Agri-Food,Agriculture and Agri-Food,Other Services,519550
Agriculture and Agri-Food,Agriculture and Agri-Food,Other Services,6005163
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,1698540
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,564369
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,142220
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,1622043
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,964883
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,1072025
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,451100
Agriculture and Agri-Food,Agriculture and Agri-Food,Health and Welfare Services,25115
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,0
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,452585
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,1032132
Agriculture and Agri-Food,Agriculture and Agri-Food,Engineering and Architectural Services,105822
Agriculture and Agri-Food,Agriculture and Agri-Food,Engineering and Architectural Services,190400
Agriculture and Agri-Food,Agriculture and Agri-Food,Engineering and Architectural Services,112740
Agriculture and Agri-Food,Agriculture and Agri-Food,Engineering and Architectural Services,306622
Agriculture and Agri-Food,Agriculture and Agri-Food,Engineering and Architectural Services,9696753
Agriculture and Agri-Food,Agriculture and Agri-Food,Engineering and Architectural Services,196698
Agriculture and Agri-Food,Agriculture and Agri-Food,Engineering and Architectural Services,2004874
Agriculture and Agri-Food,Agriculture and Agri-Food,Health and Welfare Services,0
Agriculture and Agri-Food,Agriculture and Agri-Food,Engineering and Architectural Services,162209
Agriculture and Agri-Food,Agriculture and Agri-Food,Engineering and Architectural Services,0
Agriculture and Agri-Food,Agriculture and Agri-Food,Engineering and Architectural Services,103140
Agriculture and Agri-Food,Agriculture and Agri-Food,Business Services,3404813
Agriculture and Agri-Food,Agriculture and Agri-Food,Other Services,140612
Agriculture and Agri-Food,Agriculture and Agri-Food,Other Services,210777
Agriculture and Agri-Food,Agriculture and Agri-Food,Other Services,221962
Agriculture and Agri-Food,Agriculture and Agri-Food,Other Services,121075
Agriculture and Agri-Food,Agriculture and Agri-Food,Other Services,293841
Agriculture and Agri-Food,Agriculture and Agri-Food,Other Services,1983012
Agriculture and Agri-Food,Agriculture and Agri-Food,Other Services,431109
Agriculture and Agri-Food,Agriculture and Agri-Food,Other Services,1422140
Agriculture and Agri-Food,Agriculture and Agri-Food,Other Services,107612
Agriculture and Agri-Food,Agriculture and Agri-Food,Other Services,311625
Agriculture and Agri-Food,Agriculture and Agri-Food,Other Services,124939
Agriculture and Agri-Food,Agriculture and Agri-Food,Other Services,333626
Agriculture and Agri-Food,Agriculture and Agri-Food,Other Services,6935827
Agriculture and Agri-Food,Agriculture and Agri-Food,Other Services,264147
Agriculture and Agri-Food,Agriculture and Agri-Food,Other Services,218993
Agriculture and Agri-Food,Agriculture and Agri-Food,Other Services,758279
Agriculture and Agri-Food,Agriculture and Agri-Food,Other Services,343107
Agriculture and Agri-Food,Agriculture and Agri-Food,Other Services,199880
Agriculture and Agri-Food,Agriculture and Agri-Food,Other Services,108655
Agriculture and Agri-Food,Agriculture and Agri-Food,Other Services,100450
Agriculture and Agri-Food,Agriculture and Agri-Food,Other Services,102000
Agriculture and Agri-Food,Agriculture and Agri-Food,Scientific and Research Services,645105
Agriculture and Agri-Food,Agriculture and Agri-Food,Scientific and Research Services,107512
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,245724
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,1395426
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,114400
Agriculture and Agri-Food,Agriculture and Agri-Food,Scientific and Research Services,0
Agriculture and Agri-Food,Agriculture and Agri-Food,Protection Services,0
Agriculture and Agri-Food,Agriculture and Agri-Food,Protection Services,2741344
Agriculture and Agri-Food,Agriculture and Agri-Food,Protection Services,189665
Agriculture and Agri-Food,Agriculture and Agri-Food,Protection Services,105185
Agriculture and Agri-Food,Agriculture and Agri-Food,Management Consulting,340219
Agriculture and Agri-Food,Agriculture and Agri-Food,Management Consulting,114500
Agriculture and Agri-Food,Agriculture and Agri-Food,Management Consulting,527208
Agriculture and Agri-Food,Agriculture and Agri-Food,Management Consulting,2338836
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,544604
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,560819
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,502774
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,8395186
Agriculture and Agri-Food,Agriculture and Agri-Food,Management Consulting,179663
Agriculture and Agri-Food,Agriculture and Agri-Food,Management Consulting,162378
Agriculture and Agri-Food,Agriculture and Agri-Food,Management Consulting,180285
Agriculture and Agri-Food,Agriculture and Agri-Food,Management Consulting,121380
Agriculture and Agri-Food,Agriculture and Agri-Food,Management Consulting,509700
Agriculture and Agri-Food,Agriculture and Agri-Food,Management Consulting,172522
Agriculture and Agri-Food,Agriculture and Agri-Food,Interpretation and Translation Services,179664
Agriculture and Agri-Food,Agriculture and Agri-Food,Interpretation and Translation Services,154574
Agriculture and Agri-Food,Agriculture and Agri-Food,Interpretation and Translation Services,236402
Agriculture and Agri-Food,Agriculture and Agri-Food,Legal Services,0
Agriculture and Agri-Food,Agriculture and Agri-Food,Legal Services,3314476
Agriculture and Agri-Food,Agriculture and Agri-Food,Legal Services,112888
Agriculture and Agri-Food,Agriculture and Agri-Food,Legal Services,531770
Agriculture and Agri-Food,Agriculture and Agri-Food,Management Consulting,0
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,597364
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,370119
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,253846
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,294600
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,523233
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,164423
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,742540
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,1227950
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,111929
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,116656
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,1112512
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,842432
Agriculture and Agri-Food,Agriculture and Agri-Food,Interpretation and Translation Services,0
Agriculture and Agri-Food,Agriculture and Agri-Food,Interpretation and Translation Services,210320
Agriculture and Agri-Food,Agriculture and Agri-Food,Interpretation and Translation Services,100375
Agriculture and Agri-Food,Agriculture and Agri-Food,Interpretation and Translation Services,3475495
Agriculture and Agri-Food,Agriculture and Agri-Food,Scientific and Research Services,283569
Agriculture and Agri-Food,Agriculture and Agri-Food,Scientific and Research Services,352370
Agriculture and Agri-Food,Agriculture and Agri-Food,Scientific and Research Services,127867
Agriculture and Agri-Food,Agriculture and Agri-Food,Temporary Help Services,101355
Agriculture and Agri-Food,Agriculture and Agri-Food,Temporary Help Services,118329
Agriculture and Agri-Food,Agriculture and Agri-Food,Temporary Help Services,428144
Agriculture and Agri-Food,Agriculture and Agri-Food,Training and Educational Services,0
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,2529506
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,607790
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,345842
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,122802
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,495440
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,459282
Agriculture and Agri-Food,Agriculture and Agri-Food,Informatics Services,192102
Agriculture and Agri-Food,Agriculture and Agri-Food,Temporary Help Services,188220
Agriculture and Agri-Food,Agriculture and Agri-Food,Temporary Help Services,118779
Agriculture and Agri-Food,Agriculture and Agri-Food,Temporary Help Services,0
Agriculture and Agri-Food,Agriculture and Agri-Food,Special Fees and Services,0
Agriculture and Agri-Food,Agriculture and Agri-Food,Special Fees and Services,103115
Agriculture and Agri-Food,Agriculture and Agri-Food,Special Fees and Services,881030
Agriculture and Agri-Food,Agriculture and Agri-Food,Scientific and Research Services,707304
Agriculture and Agri-Food,Agriculture and Agri-Food,Scientific and Research Services,258587
Agriculture and Agri-Food,Agriculture and Agri-Food,Scientific and Research Services,111387
Agriculture and Agri-Food,Agriculture and Agri-Food,Scientific and Research Services,138237
Agriculture and Agri-Food,Agriculture and Agri-Food,Scientific and Research Services,11339139
Agriculture and Agri-Food,Agriculture and Agri-Food,Scientific and Research Services,337549
Agriculture and Agri-Food,Agriculture and Agri-Food,Scientific and Research Services,172888
Agriculture and Agri-Food,Agriculture and Agri-Food,Scientific and Research Services,420121
Agriculture and Agri-Food,Agriculture and Agri-Food,Scientific and Research Services,189244
Agriculture and Agri-Food,Agriculture and Agri-Food,Scientific and Research Services,156372
Agriculture and Agri-Food,Agriculture and Agri-Food,Scientific and Research Services,104000
Finance,Auditor General,Business Services,110528
Finance,Auditor General,Business Services,105953
Finance,Auditor General,Business Services,0
Finance,Auditor General,Business Services,105621
Finance,Auditor General,Business Services,260251
Finance,Auditor General,Business Services,814972
Finance,Auditor General,Informatics Services,102320
Finance,Auditor General,Health and Welfare Services,8998
Finance,Auditor General,Health and Welfare Services,0
Finance,Auditor General,Informatics Services,229151
Finance,Auditor General,Informatics Services,0
Finance,Auditor General,Interpretation and Translation Services,842867
Finance,Auditor General,Training and Educational Services,134315
Finance,Auditor General,Training and Educational Services,633952
Finance,Auditor General,Training and Educational Services,0
Finance,Auditor General,Special Fees and Services,261812
Finance,Auditor General,Special Fees and Services,0
Finance,Auditor General,Temporary Help Services,4900
Finance,Auditor General,Temporary Help Services,0
Finance,Auditor General,Special Fees and Services,108646
Finance,Auditor General,Special Fees and Services,464900
Finance,Auditor General,Special Fees and Services,151483
Finance,Auditor General,Management Consulting,244732
Finance,Auditor General,Legal Services,31482
Finance,Auditor General,Legal Services,0
Finance,Auditor General,Management Consulting,122072
Finance,Auditor General,Interpretation and Translation Services,0
Finance,Auditor General,Protection Services,0
Finance,Auditor General,Protection Services,133602
Finance,Auditor General,Protection Services,7526
Finance,Auditor General,Management Consulting,0
Finance,Auditor General,Other Services,69398
Finance,Auditor General,Other Services,0
Foreign Affairs and International Trade,Canadian International Development Agency,Business Services,155575
Foreign Affairs and International Trade,Canadian International Development Agency,Business Services,237782
Foreign Affairs and International Trade,Canadian International Development Agency,Business Services,142137
Foreign Affairs and International Trade,Canadian International Development Agency,Business Services,143862
Foreign Affairs and International Trade,Canadian International Development Agency,Business Services,656763
Foreign Affairs and International Trade,Canadian International Development Agency,Business Services,120560
Foreign Affairs and International Trade,Canadian International Development Agency,Business Services,0
Foreign Affairs and International Trade,Canadian International Development Agency,Business Services,522311
Foreign Affairs and International Trade,Canadian International Development Agency,Business Services,558607
Foreign Affairs and International Trade,Canadian International Development Agency,Business Services,400317
Foreign Affairs and International Trade,Canadian International Development Agency,Business Services,138724
Foreign Affairs and International Trade,Canadian International Development Agency,Health and Welfare Services,141932
Foreign Affairs and International Trade,Canadian International Development Agency,Protection Services,170045
Foreign Affairs and International Trade,Canadian International Development Agency,Other Services,204798
Foreign Affairs and International Trade,Canadian International Development Agency,Other Services,2290217
Foreign Affairs and International Trade,Canadian International Development Agency,Other Services,0
Foreign Affairs and International Trade,Canadian International Development Agency,Protection Services,425162
Foreign Affairs and International Trade,Canadian International Development Agency,Protection Services,0
Foreign Affairs and International Trade,Canadian International Development Agency,Special Fees and Services,334331
Foreign Affairs and International Trade,Canadian International Development Agency,Special Fees and Services,0
Foreign Affairs and International Trade,Canadian International Development Agency,Temporary Help Services,251115
Foreign Affairs and International Trade,Canadian International Development Agency,Temporary Help Services,331381
Foreign Affairs and International Trade,Canadian International Development Agency,Temporary Help Services,421765
Foreign Affairs and International Trade,Canadian International Development Agency,Temporary Help Services,108419
Foreign Affairs and International Trade,Canadian International Development Agency,Temporary Help Services,0
Foreign Affairs and International Trade,Canadian International Development Agency,Training and Educational Services,343024
Foreign Affairs and International Trade,Canadian International Development Agency,Training and Educational Services,180142
Foreign Affairs and International Trade,Canadian International Development Agency,Training and Educational Services,1060600
Foreign Affairs and International Trade,Canadian International Development Agency,Training and Educational Services,0
Foreign Affairs and International Trade,Canadian International Development Agency,Other Services,209594
Foreign Affairs and International Trade,Canadian International Development Agency,Other Services,161816
Foreign Affairs and International Trade,Canadian International Development Agency,Health and Welfare Services,5785
Foreign Affairs and International Trade,Canadian International Development Agency,Health and Welfare Services,0
Foreign Affairs and International Trade,Canadian International Development Agency,Informatics Services,1221313
Foreign Affairs and International Trade,Canadian International Development Agency,Informatics Services,109725
Foreign Affairs and International Trade,Canadian International Development Agency,Informatics Services,224466
Foreign Affairs and International Trade,Canadian International Development Agency,Informatics Services,0
Foreign Affairs and International Trade,Canadian International Development Agency,Interpretation and Translation Services,1373762
Foreign Affairs and International Trade,Canadian International Development Agency,Interpretation and Translation Services,28973
Foreign Affairs and International Trade,Canadian International Development Agency,Interpretation and Translation Services,0
Foreign Affairs and International Trade,Canadian International Development Agency,Legal Services,2095829
Foreign Affairs and International Trade,Canadian International Development Agency,Legal Services,26979
Foreign Affairs and International Trade,Canadian International Development Agency,Legal Services,0
Foreign Affairs and International Trade,Canadian International Development Agency,Management Consulting,150093
Foreign Affairs and International Trade,Canadian International Development Agency,Management Consulting,133574
Foreign Affairs and International Trade,Canadian International Development Agency,Management Consulting,0
Canadian Heritage,Public Service Commission,Business Services,160397
Canadian Heritage,Public Service Commission,Health and Welfare Services,0
Canadian Heritage,Public Service Commission,Business Services,0
Canadian Heritage,Public Service Commission,Health and Welfare Services,92976
Canadian Heritage,Public Service Commission,Interpretation and Translation Services,489811
Canadian Heritage,Public Service Commission,Informatics Services,452828
Canadian Heritage,Public Service Commission,Informatics Services,0
Canadian Heritage,Public Service Commission,Informatics Services,130194
Canadian Heritage,Public Service Commission,Informatics Services,161781
Canadian Heritage,Public Service Commission,Special Fees and Services,92470
Canadian Heritage,Public Service Commission,Management Consulting,0
Canadian Heritage,Public Service Commission,Protection Services,359014
Canadian Heritage,Public Service Commission,Protection Services,23661
Canadian Heritage,Public Service Commission,Protection Services,0
Canadian Heritage,Public Service Commission,Interpretation and Translation Services,72830
Canadian Heritage,Public Service Commission,Interpretation and Translation Services,0
Canadian Heritage,Public Service Commission,Legal Services,1541505
Canadian Heritage,Public Service Commission,Legal Services,720
Canadian Heritage,Public Service Commission,Legal Services,0
Canadian Heritage,Public Service Commission,Management Consulting,357513
Canadian Heritage,Public Service Commission,Management Consulting,462903
Canadian Heritage,Public Service Commission,Management Consulting,476846
Canadian Heritage,Public Service Commission,Other Services,0
Canadian Heritage,Public Service Commission,Other Services,610463
Canadian Heritage,Public Service Commission,Other Services,1157195
Canadian Heritage,Public Service Commission,Special Fees and Services,0
Canadian Heritage,Public Service Commission,Temporary Help Services,143144
Canadian Heritage,Public Service Commission,Temporary Help Services,0
Canadian Heritage,Public Service Commission,Training and Educational Services,375844
Canadian Heritage,Public Service Commission,Training and Educational Services,650480
Canadian Heritage,Public Service Commission,Training and Educational Services,0
Canadian Heritage,Public Service Commission,Other Services,1065563
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,339456
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,109920
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,983911
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,102000
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,140441
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,138239
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,265763
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,190364
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,259659
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,240549
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,217698
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,143238
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,681363
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,167971
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,354877
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,178302
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,138171
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,171692
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,101538
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Engineering and Architectural Services,400441
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Engineering and Architectural Services,226428
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Engineering and Architectural Services,127727
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,177288
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,155183
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,593391
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,4576539
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,103487
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,25260896
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Engineering and Architectural Services,224558
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Engineering and Architectural Services,120833
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Engineering and Architectural Services,191490
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Engineering and Architectural Services,107725
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Engineering and Architectural Services,152649
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Engineering and Architectural Services,830321
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Engineering and Architectural Services,2768412
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,126919
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,255531
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,190238
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,120631
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,127763
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,122021
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,404326
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,157277
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,145189
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,126601
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,108079
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,152221
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,209242
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,108026
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,272153
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,122222
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,375489
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,133677
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,173464
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,171728
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,306094
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,1076997
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,489633
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,129142
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,450856
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,104227
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,127556
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Business Services,374619
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Temporary Help Services,1060130
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Temporary Help Services,245873
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Temporary Help Services,4951471
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Training and Educational Services,150094
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Training and Educational Services,1871908
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Training and Educational Services,262611
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Training and Educational Services,145476
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Training and Educational Services,124211
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Training and Educational Services,235999
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Interpretation and Translation Services,1013593
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Training and Educational Services,1214048
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Training and Educational Services,134376
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Training and Educational Services,151069
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Training and Educational Services,125250
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Training and Educational Services,140790
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Training and Educational Services,6651189
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Other Services,133845
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Other Services,109040
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Training and Educational Services,2837478
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Training and Educational Services,3281116
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Training and Educational Services,183233
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Informatics Services,200013
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Informatics Services,1443129
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Informatics Services,183318
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Informatics Services,2432989
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Informatics Services,698136
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Informatics Services,509608
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Informatics Services,1300548
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Interpretation and Translation Services,4552819
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Informatics Services,410626
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Informatics Services,374337
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Informatics Services,1764202
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Informatics Services,1147265
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Informatics Services,191217
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Informatics Services,995653
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Informatics Services,321917
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Informatics Services,662621
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Informatics Services,226400
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Informatics Services,1128399
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Informatics Services,802465
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Informatics Services,12622602
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Informatics Services,348758
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Informatics Services,126160
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Informatics Services,186560
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Informatics Services,932024
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Other Services,209938
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Other Services,157360
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Informatics Services,4947979
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Management Consulting,1024370
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Management Consulting,290894
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Legal Services,6545166
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Legal Services,298088
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Management Consulting,111936
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Management Consulting,151501
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Legal Services,154734
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Legal Services,1101671
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Legal Services,189013
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Legal Services,164700
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Legal Services,224348
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Legal Services,250367
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Legal Services,1741966
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Legal Services,124413
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Legal Services,158721
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Management Consulting,116322
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Management Consulting,816491
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Management Consulting,3000547
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Management Consulting,158730
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Management Consulting,260289
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Management Consulting,1738050
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Management Consulting,164835
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,6530212
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,332549
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,339282
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,144530
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,510005
