MINE,DEPT_EN_DESC,ROBJ_EN_NM,AGRG_PYMT_AMT
Agriculture and Agri-Food,Canadian Food Inspection Agency,Other Services,110491
Agriculture and Agri-Food,Canadian Food Inspection Agency,Other Services,264800
Agriculture and Agri-Food,Canadian Food Inspection Agency,Other Services,147921
Agriculture and Agri-Food,Canadian Food Inspection Agency,Other Services,886165
Agriculture and Agri-Food,Canadian Food Inspection Agency,Other Services,651228
Agriculture and Agri-Food,Canadian Food Inspection Agency,Other Services,282682
Agriculture and Agri-Food,Canadian Food Inspection Agency,Other Services,996743
Agriculture and Agri-Food,Canadian Food Inspection Agency,Other Services,150000
Agriculture and Agri-Food,Canadian Food Inspection Agency,Other Services,690853
Agriculture and Agri-Food,Canadian Food Inspection Agency,Other Services,170000
Agriculture and Agri-Food,Canadian Food Inspection Agency,Other Services,104800
Agriculture and Agri-Food,Canadian Food Inspection Agency,Other Services,552930
Agriculture and Agri-Food,Canadian Food Inspection Agency,Other Services,110865
Agriculture and Agri-Food,Canadian Food Inspection Agency,Other Services,190648
Agriculture and Agri-Food,Canadian Food Inspection Agency,Other Services,165092
Agriculture and Agri-Food,Canadian Food Inspection Agency,Other Services,499200
Agriculture and Agri-Food,Canadian Food Inspection Agency,Other Services,6635391
Agriculture and Agri-Food,Canadian Food Inspection Agency,Other Services,351986
Agriculture and Agri-Food,Canadian Food Inspection Agency,Other Services,165975
Agriculture and Agri-Food,Canadian Food Inspection Agency,Other Services,285949
Agriculture and Agri-Food,Canadian Food Inspection Agency,Other Services,328361
Agriculture and Agri-Food,Canadian Food Inspection Agency,Other Services,292380
Agriculture and Agri-Food,Canadian Food Inspection Agency,Other Services,171890
Agriculture and Agri-Food,Canadian Food Inspection Agency,Other Services,243187
Agriculture and Agri-Food,Canadian Food Inspection Agency,Protection Services,0
Agriculture and Agri-Food,Canadian Food Inspection Agency,Protection Services,106172
Agriculture and Agri-Food,Canadian Food Inspection Agency,Protection Services,1360187
Agriculture and Agri-Food,Canadian Food Inspection Agency,Protection Services,144915
Agriculture and Agri-Food,Canadian Food Inspection Agency,Scientific and Research Services,0
Agriculture and Agri-Food,Canadian Food Inspection Agency,Scientific and Research Services,554720
Agriculture and Agri-Food,Canadian Food Inspection Agency,Scientific and Research Services,301468
Agriculture and Agri-Food,Canadian Food Inspection Agency,Scientific and Research Services,180550
Agriculture and Agri-Food,Canadian Food Inspection Agency,Scientific and Research Services,4917118
Agriculture and Agri-Food,Canadian Food Inspection Agency,Scientific and Research Services,141670
Agriculture and Agri-Food,Canadian Food Inspection Agency,Scientific and Research Services,290540
Agriculture and Agri-Food,Canadian Food Inspection Agency,Scientific and Research Services,114645
Agriculture and Agri-Food,Canadian Food Inspection Agency,Scientific and Research Services,142000
Agriculture and Agri-Food,Canadian Food Inspection Agency,Scientific and Research Services,671317
Agriculture and Agri-Food,Canadian Food Inspection Agency,Scientific and Research Services,1544318
Agriculture and Agri-Food,Canadian Food Inspection Agency,Scientific and Research Services,5090664
Agriculture and Agri-Food,Canadian Food Inspection Agency,Scientific and Research Services,2260060
Agriculture and Agri-Food,Canadian Food Inspection Agency,Legal Services,346362
Agriculture and Agri-Food,Canadian Food Inspection Agency,Legal Services,113380
Agriculture and Agri-Food,Canadian Food Inspection Agency,Management Consulting,0
Agriculture and Agri-Food,Canadian Food Inspection Agency,Management Consulting,37298
Agriculture and Agri-Food,Canadian Food Inspection Agency,Health and Welfare Services,250000
Agriculture and Agri-Food,Canadian Food Inspection Agency,Informatics Services,0
Agriculture and Agri-Food,Canadian Food Inspection Agency,Informatics Services,273373
Agriculture and Agri-Food,Canadian Food Inspection Agency,Informatics Services,3748283
Agriculture and Agri-Food,Canadian Food Inspection Agency,Informatics Services,1182821
Agriculture and Agri-Food,Canadian Food Inspection Agency,Informatics Services,143650
Agriculture and Agri-Food,Canadian Food Inspection Agency,Informatics Services,125126
Agriculture and Agri-Food,Canadian Food Inspection Agency,Informatics Services,801566
Agriculture and Agri-Food,Canadian Food Inspection Agency,Informatics Services,806973
Agriculture and Agri-Food,Canadian Food Inspection Agency,Informatics Services,180295
Agriculture and Agri-Food,Canadian Food Inspection Agency,Informatics Services,224307
Agriculture and Agri-Food,Canadian Food Inspection Agency,Informatics Services,202860
Agriculture and Agri-Food,Canadian Food Inspection Agency,Informatics Services,999605
Agriculture and Agri-Food,Canadian Food Inspection Agency,Informatics Services,717677
Agriculture and Agri-Food,Canadian Food Inspection Agency,Informatics Services,414133
Agriculture and Agri-Food,Canadian Food Inspection Agency,Informatics Services,472739
Agriculture and Agri-Food,Canadian Food Inspection Agency,Informatics Services,147157
Agriculture and Agri-Food,Canadian Food Inspection Agency,Informatics Services,159600
Agriculture and Agri-Food,Canadian Food Inspection Agency,Informatics Services,1018943
Agriculture and Agri-Food,Canadian Food Inspection Agency,Informatics Services,106700
Agriculture and Agri-Food,Canadian Food Inspection Agency,Informatics Services,781164
Agriculture and Agri-Food,Canadian Food Inspection Agency,Informatics Services,1907513
Agriculture and Agri-Food,Canadian Food Inspection Agency,Informatics Services,805620
Agriculture and Agri-Food,Canadian Food Inspection Agency,Informatics Services,204211
Agriculture and Agri-Food,Canadian Food Inspection Agency,Interpretation and Translation Services,0
Agriculture and Agri-Food,Canadian Food Inspection Agency,Interpretation and Translation Services,214293
Agriculture and Agri-Food,Canadian Food Inspection Agency,Interpretation and Translation Services,2871061
Agriculture and Agri-Food,Canadian Food Inspection Agency,Interpretation and Translation Services,299339
Agriculture and Agri-Food,Canadian Food Inspection Agency,Legal Services,0
Agriculture and Agri-Food,Canadian Food Inspection Agency,Legal Services,5747004
Agriculture and Agri-Food,Canadian Food Inspection Agency,Training and Educational Services,0
Agriculture and Agri-Food,Canadian Food Inspection Agency,Training and Educational Services,676541
Agriculture and Agri-Food,Canadian Food Inspection Agency,Training and Educational Services,2573184
Agriculture and Agri-Food,Canadian Food Inspection Agency,Temporary Help Services,607559
Agriculture and Agri-Food,Canadian Food Inspection Agency,Temporary Help Services,216277
National Defence,Military Police Complaints Commission,Business Services,108793
National Defence,Military Police Complaints Commission,Business Services,0
National Defence,Military Police Complaints Commission,Health and Welfare Services,760
National Defence,Military Police Complaints Commission,Health and Welfare Services,0
National Defence,Military Police Complaints Commission,Informatics Services,62505
National Defence,Military Police Complaints Commission,Informatics Services,0
National Defence,Military Police Complaints Commission,Interpretation and Translation Services,116156
National Defence,Military Police Complaints Commission,Interpretation and Translation Services,0
National Defence,Military Police Complaints Commission,Legal Services,101175
National Defence,Military Police Complaints Commission,Legal Services,233500
National Defence,Military Police Complaints Commission,Legal Services,364408
National Defence,Military Police Complaints Commission,Legal Services,146745
National Defence,Military Police Complaints Commission,Legal Services,170062
National Defence,Military Police Complaints Commission,Legal Services,137420
National Defence,Military Police Complaints Commission,Legal Services,69348
National Defence,Military Police Complaints Commission,Legal Services,0
National Defence,Military Police Complaints Commission,Management Consulting,46333
National Defence,Military Police Complaints Commission,Management Consulting,0
National Defence,Military Police Complaints Commission,Other Services,190490
National Defence,Military Police Complaints Commission,Other Services,0
National Defence,Military Police Complaints Commission,Protection Services,10817
National Defence,Military Police Complaints Commission,Protection Services,0
National Defence,Military Police Complaints Commission,Special Fees and Services,22112
National Defence,Military Police Complaints Commission,Special Fees and Services,0
National Defence,Military Police Complaints Commission,Temporary Help Services,296368
National Defence,Military Police Complaints Commission,Temporary Help Services,114974
National Defence,Military Police Complaints Commission,Temporary Help Services,0
National Defence,Military Police Complaints Commission,Training and Educational Services,31925
National Defence,Military Police Complaints Commission,Training and Educational Services,0
National Defence,Canadian Forces Grievance Board,Business Services,138948
National Defence,Canadian Forces Grievance Board,Business Services,0
National Defence,Canadian Forces Grievance Board,Informatics Services,242458
National Defence,Canadian Forces Grievance Board,Informatics Services,0
National Defence,Canadian Forces Grievance Board,Interpretation and Translation Services,102917
National Defence,Canadian Forces Grievance Board,Interpretation and Translation Services,0
National Defence,Canadian Forces Grievance Board,Legal Services,13147
National Defence,Canadian Forces Grievance Board,Legal Services,0
National Defence,Canadian Forces Grievance Board,Training and Educational Services,0
National Defence,Canadian Forces Grievance Board,Protection Services,3179
National Defence,Canadian Forces Grievance Board,Protection Services,0
National Defence,Canadian Forces Grievance Board,Special Fees and Services,14690
National Defence,Canadian Forces Grievance Board,Special Fees and Services,0
National Defence,Canadian Forces Grievance Board,Temporary Help Services,139276
National Defence,Canadian Forces Grievance Board,Temporary Help Services,44997
National Defence,Canadian Forces Grievance Board,Temporary Help Services,0
National Defence,Canadian Forces Grievance Board,Training and Educational Services,94434
Finance,Financial Transactions and Reports Analysis Centre of Canada,Business Services,45882
Finance,Financial Transactions and Reports Analysis Centre of Canada,Business Services,0
Finance,Financial Transactions and Reports Analysis Centre of Canada,Engineering and Architectural Services,129360
Finance,Financial Transactions and Reports Analysis Centre of Canada,Engineering and Architectural Services,0
Finance,Financial Transactions and Reports Analysis Centre of Canada,Health and Welfare Services,7575
Finance,Financial Transactions and Reports Analysis Centre of Canada,Health and Welfare Services,0
Finance,Financial Transactions and Reports Analysis Centre of Canada,Interpretation and Translation Services,325044
Finance,Financial Transactions and Reports Analysis Centre of Canada,Informatics Services,251986
Finance,Financial Transactions and Reports Analysis Centre of Canada,Informatics Services,0
Finance,Financial Transactions and Reports Analysis Centre of Canada,Informatics Services,122157
Finance,Financial Transactions and Reports Analysis Centre of Canada,Informatics Services,212221
Finance,Financial Transactions and Reports Analysis Centre of Canada,Legal Services,754662
Finance,Financial Transactions and Reports Analysis Centre of Canada,Interpretation and Translation Services,0
Finance,Financial Transactions and Reports Analysis Centre of Canada,Management Consulting,190720
Finance,Financial Transactions and Reports Analysis Centre of Canada,Management Consulting,19200
Finance,Financial Transactions and Reports Analysis Centre of Canada,Management Consulting,0
Finance,Financial Transactions and Reports Analysis Centre of Canada,Legal Services,29267
Finance,Financial Transactions and Reports Analysis Centre of Canada,Legal Services,0
Finance,Financial Transactions and Reports Analysis Centre of Canada,Other Services,409755
Finance,Financial Transactions and Reports Analysis Centre of Canada,Other Services,110234
Finance,Financial Transactions and Reports Analysis Centre of Canada,Other Services,0
Finance,Financial Transactions and Reports Analysis Centre of Canada,Protection Services,325661
Finance,Financial Transactions and Reports Analysis Centre of Canada,Protection Services,160360
Finance,Financial Transactions and Reports Analysis Centre of Canada,Protection Services,0
Finance,Financial Transactions and Reports Analysis Centre of Canada,Training and Educational Services,0
Finance,Financial Transactions and Reports Analysis Centre of Canada,Temporary Help Services,0
Finance,Financial Transactions and Reports Analysis Centre of Canada,Training and Educational Services,138310
Finance,Financial Transactions and Reports Analysis Centre of Canada,Training and Educational Services,119582
Finance,Financial Transactions and Reports Analysis Centre of Canada,Training and Educational Services,517845
Finance,Financial Transactions and Reports Analysis Centre of Canada,Temporary Help Services,51338
Finance,Financial Transactions and Reports Analysis Centre of Canada,Special Fees and Services,243512
Finance,Financial Transactions and Reports Analysis Centre of Canada,Special Fees and Services,0
Justice,Canadian Human Rights Tribunal,Business Services,127153
Justice,Canadian Human Rights Tribunal,Business Services,12490
Justice,Canadian Human Rights Tribunal,Business Services,0
Justice,Canadian Human Rights Tribunal,Informatics Services,23567
Justice,Canadian Human Rights Tribunal,Informatics Services,419329
Justice,Canadian Human Rights Tribunal,Informatics Services,0
Justice,Canadian Human Rights Tribunal,Interpretation and Translation Services,84072
Justice,Canadian Human Rights Tribunal,Interpretation and Translation Services,0
Justice,Canadian Human Rights Tribunal,Legal Services,28988
Justice,Canadian Human Rights Tribunal,Legal Services,0
Justice,Canadian Human Rights Tribunal,Management Consulting,11163
Justice,Canadian Human Rights Tribunal,Management Consulting,0
Justice,Canadian Human Rights Tribunal,Other Services,108240
Justice,Canadian Human Rights Tribunal,Other Services,336953
Justice,Canadian Human Rights Tribunal,Other Services,0
Justice,Canadian Human Rights Tribunal,Protection Services,8388
Justice,Canadian Human Rights Tribunal,Protection Services,0
Justice,Canadian Human Rights Tribunal,Special Fees and Services,18767
Justice,Canadian Human Rights Tribunal,Special Fees and Services,0
Justice,Canadian Human Rights Tribunal,Temporary Help Services,2396
Justice,Canadian Human Rights Tribunal,Temporary Help Services,0
Justice,Canadian Human Rights Tribunal,Training and Educational Services,21154
Justice,Canadian Human Rights Tribunal,Training and Educational Services,0
Finance,Financial Consumer Agency of Canada,Business Services,10
Finance,Financial Consumer Agency of Canada,Business Services,171132
Finance,Financial Consumer Agency of Canada,Business Services,369139
Finance,Financial Consumer Agency of Canada,Informatics Services,190750
Finance,Financial Consumer Agency of Canada,Business Services,0
Finance,Financial Consumer Agency of Canada,Informatics Services,216344
Finance,Financial Consumer Agency of Canada,Informatics Services,130711
Finance,Financial Consumer Agency of Canada,Informatics Services,192332
Finance,Financial Consumer Agency of Canada,Informatics Services,0
Finance,Financial Consumer Agency of Canada,Interpretation and Translation Services,126629
Finance,Financial Consumer Agency of Canada,Other Services,915755
Finance,Financial Consumer Agency of Canada,Other Services,143332
Finance,Financial Consumer Agency of Canada,Other Services,317510
Finance,Financial Consumer Agency of Canada,Legal Services,0
Finance,Financial Consumer Agency of Canada,Interpretation and Translation Services,0
Finance,Financial Consumer Agency of Canada,Legal Services,216171
Finance,Financial Consumer Agency of Canada,Special Fees and Services,0
Finance,Financial Consumer Agency of Canada,Temporary Help Services,40089
Finance,Financial Consumer Agency of Canada,Temporary Help Services,0
Finance,Financial Consumer Agency of Canada,Training and Educational Services,88828
Finance,Financial Consumer Agency of Canada,Training and Educational Services,0
Finance,Financial Consumer Agency of Canada,Other Services,0
Finance,Financial Consumer Agency of Canada,Special Fees and Services,65706
Transport,Office of Infrastructure of Canada,Informatics Services,5323986
Transport,Office of Infrastructure of Canada,Health and Welfare Services,26891
Transport,Office of Infrastructure of Canada,Informatics Services,0
Transport,Office of Infrastructure of Canada,Business Services,0
Transport,Office of Infrastructure of Canada,Business Services,644051
Transport,Office of Infrastructure of Canada,Business Services,50558
Transport,Office of Infrastructure of Canada,Health and Welfare Services,0
Transport,Office of Infrastructure of Canada,Informatics Services,1619800
Transport,Office of Infrastructure of Canada,Informatics Services,-2456433
Transport,Office of Infrastructure of Canada,Temporary Help Services,0
Transport,Office of Infrastructure of Canada,Scientific and Research Services,0
Transport,Office of Infrastructure of Canada,Scientific and Research Services,110277
Transport,Office of Infrastructure of Canada,Special Fees and Services,0
Transport,Office of Infrastructure of Canada,Special Fees and Services,57983
Transport,Office of Infrastructure of Canada,Protection Services,0
Transport,Office of Infrastructure of Canada,Protection Services,131486
Transport,Office of Infrastructure of Canada,Temporary Help Services,273591
Transport,Office of Infrastructure of Canada,Temporary Help Services,129352
Transport,Office of Infrastructure of Canada,Other Services,675
Transport,Office of Infrastructure of Canada,Other Services,0
Transport,Office of Infrastructure of Canada,Training and Educational Services,0
Transport,Office of Infrastructure of Canada,Training and Educational Services,638130
Transport,Office of Infrastructure of Canada,Temporary Help Services,126210
Transport,Office of Infrastructure of Canada,Temporary Help Services,128704
Transport,Office of Infrastructure of Canada,Management Consulting,208822
Transport,Office of Infrastructure of Canada,Legal Services,40899
Transport,Office of Infrastructure of Canada,Management Consulting,0
Transport,Office of Infrastructure of Canada,Legal Services,314483
Transport,Office of Infrastructure of Canada,Interpretation and Translation Services,6614
Transport,Office of Infrastructure of Canada,Legal Services,0
Transport,Office of Infrastructure of Canada,Informatics Services,186883
Transport,Office of Infrastructure of Canada,Interpretation and Translation Services,0
Transport,Office of Infrastructure of Canada,Interpretation and Translation Services,340432
Justice,Courts Administration Service,Other Services,503458
Justice,Courts Administration Service,Special Fees and Services,0
Justice,Courts Administration Service,Special Fees and Services,99212
Justice,Courts Administration Service,Temporary Help Services,0
Justice,Courts Administration Service,Temporary Help Services,69583
Justice,Courts Administration Service,Interpretation and Translation Services,0
Justice,Courts Administration Service,Interpretation and Translation Services,2669085
Justice,Courts Administration Service,Interpretation and Translation Services,61447
Justice,Courts Administration Service,Other Services,0
Justice,Courts Administration Service,Legal Services,0
Justice,Courts Administration Service,Legal Services,142966
Justice,Courts Administration Service,Training and Educational Services,0
Justice,Courts Administration Service,Training and Educational Services,90352
Justice,Courts Administration Service,Health and Welfare Services,0
Justice,Courts Administration Service,Health and Welfare Services,2007
Justice,Courts Administration Service,Protection Services,0
Justice,Courts Administration Service,Protection Services,1824127
Justice,Courts Administration Service,Protection Services,19646
Justice,Courts Administration Service,Informatics Services,0
Justice,Courts Administration Service,Informatics Services,245824
Justice,Courts Administration Service,Informatics Services,168598
Justice,Courts Administration Service,Informatics Services,301061
Justice,Courts Administration Service,Management Consulting,0
Justice,Courts Administration Service,Management Consulting,107953
Justice,Courts Administration Service,Management Consulting,172379
Justice,Courts Administration Service,Business Services,559949
Justice,Courts Administration Service,Business Services,131914
Justice,Courts Administration Service,Business Services,252746
Justice,Courts Administration Service,Business Services,220326
Justice,Courts Administration Service,Business Services,0
Justice,Courts Administration Service,Business Services,601638
Canadian Heritage,Library and Archives of Canada,Business Services,423418
Canadian Heritage,Library and Archives of Canada,Business Services,0
Canadian Heritage,Library and Archives of Canada,Engineering and Architectural Services,32890
Canadian Heritage,Library and Archives of Canada,Informatics Services,230760
Canadian Heritage,Library and Archives of Canada,Informatics Services,679461
Canadian Heritage,Library and Archives of Canada,Engineering and Architectural Services,0
Canadian Heritage,Library and Archives of Canada,Health and Welfare Services,15181
Canadian Heritage,Library and Archives of Canada,Health and Welfare Services,0
Canadian Heritage,Library and Archives of Canada,Informatics Services,398385
Canadian Heritage,Library and Archives of Canada,Special Fees and Services,212224
Canadian Heritage,Library and Archives of Canada,Special Fees and Services,0
Canadian Heritage,Library and Archives of Canada,Temporary Help Services,175306
Canadian Heritage,Library and Archives of Canada,Temporary Help Services,0
Canadian Heritage,Library and Archives of Canada,Training and Educational Services,564084
Canadian Heritage,Library and Archives of Canada,Training and Educational Services,0
Canadian Heritage,Library and Archives of Canada,Informatics Services,0
Canadian Heritage,Library and Archives of Canada,Interpretation and Translation Services,344404
Canadian Heritage,Library and Archives of Canada,Interpretation and Translation Services,108833
Canadian Heritage,Library and Archives of Canada,Interpretation and Translation Services,0
Canadian Heritage,Library and Archives of Canada,Legal Services,100446
Canadian Heritage,Library and Archives of Canada,Legal Services,379295
Canadian Heritage,Library and Archives of Canada,Legal Services,0
Canadian Heritage,Library and Archives of Canada,Management Consulting,204882
Canadian Heritage,Library and Archives of Canada,Management Consulting,0
Canadian Heritage,Library and Archives of Canada,Other Services,148209
Canadian Heritage,Library and Archives of Canada,Other Services,829827
Canadian Heritage,Library and Archives of Canada,Other Services,0
Canadian Heritage,Library and Archives of Canada,Protection Services,1162216
Canadian Heritage,Library and Archives of Canada,Protection Services,23068
Canadian Heritage,Library and Archives of Canada,Protection Services,0
Parliament,Office of the Conflict of Interest and Ethics Commissioner,Business Services,0
Parliament,Office of the Conflict of Interest and Ethics Commissioner,Informatics Services,144291
Parliament,Office of the Conflict of Interest and Ethics Commissioner,Special Fees and Services,0
Parliament,Office of the Conflict of Interest and Ethics Commissioner,Special Fees and Services,14760
Parliament,Office of the Conflict of Interest and Ethics Commissioner,Other Services,0
Parliament,Office of the Conflict of Interest and Ethics Commissioner,Business Services,250000
Parliament,Office of the Conflict of Interest and Ethics Commissioner,Business Services,24341
Parliament,Office of the Conflict of Interest and Ethics Commissioner,Training and Educational Services,0
Parliament,Office of the Conflict of Interest and Ethics Commissioner,Training and Educational Services,33261
Parliament,Office of the Conflict of Interest and Ethics Commissioner,Protection Services,0
Parliament,Office of the Conflict of Interest and Ethics Commissioner,Protection Services,49762
Parliament,Office of the Conflict of Interest and Ethics Commissioner,Informatics Services,0
Parliament,Office of the Conflict of Interest and Ethics Commissioner,Other Services,85505
Health,Public Health Agency of Canada,Scientific and Research Services,180095
Health,Public Health Agency of Canada,Scientific and Research Services,200000
Health,Public Health Agency of Canada,Scientific and Research Services,294382
Health,Public Health Agency of Canada,Scientific and Research Services,183163
Health,Public Health Agency of Canada,Scientific and Research Services,176155
Health,Public Health Agency of Canada,Scientific and Research Services,200000
Health,Public Health Agency of Canada,Scientific and Research Services,260881
Health,Public Health Agency of Canada,Scientific and Research Services,167081
Health,Public Health Agency of Canada,Scientific and Research Services,223109
Health,Public Health Agency of Canada,Scientific and Research Services,320205
Health,Public Health Agency of Canada,Scientific and Research Services,2801835
Health,Public Health Agency of Canada,Scientific and Research Services,406469
Health,Public Health Agency of Canada,Scientific and Research Services,2700000
Health,Public Health Agency of Canada,Scientific and Research Services,139185
Health,Public Health Agency of Canada,Scientific and Research Services,230232
Health,Public Health Agency of Canada,Scientific and Research Services,165250
Health,Public Health Agency of Canada,Scientific and Research Services,249453
Health,Public Health Agency of Canada,Scientific and Research Services,160817
Health,Public Health Agency of Canada,Protection Services,158374
Health,Public Health Agency of Canada,Protection Services,193797
Health,Public Health Agency of Canada,Protection Services,50917
Health,Public Health Agency of Canada,Protection Services,0
Health,Public Health Agency of Canada,Other Services,203090
Health,Public Health Agency of Canada,Other Services,4087472
Health,Public Health Agency of Canada,Other Services,932063
Health,Public Health Agency of Canada,Other Services,437381
Health,Public Health Agency of Canada,Other Services,156076
Health,Public Health Agency of Canada,Other Services,323605
Health,Public Health Agency of Canada,Other Services,349413
Health,Public Health Agency of Canada,Other Services,0
Health,Public Health Agency of Canada,Scientific and Research Services,143903
Health,Public Health Agency of Canada,Scientific and Research Services,106000
Health,Public Health Agency of Canada,Scientific and Research Services,10200000
Health,Public Health Agency of Canada,Scientific and Research Services,154601
Health,Public Health Agency of Canada,Scientific and Research Services,172075
Health,Public Health Agency of Canada,Scientific and Research Services,264161
Health,Public Health Agency of Canada,Scientific and Research Services,391293
Health,Public Health Agency of Canada,Scientific and Research Services,100255
Health,Public Health Agency of Canada,Scientific and Research Services,1342089
Health,Public Health Agency of Canada,Scientific and Research Services,169153
Health,Public Health Agency of Canada,Scientific and Research Services,165438
Health,Public Health Agency of Canada,Scientific and Research Services,110045
Health,Public Health Agency of Canada,Other Services,768033
Health,Public Health Agency of Canada,Other Services,221128
Health,Public Health Agency of Canada,Interpretation and Translation Services,0
Health,Public Health Agency of Canada,Interpretation and Translation Services,2530833
Health,Public Health Agency of Canada,Interpretation and Translation Services,161776
Health,Public Health Agency of Canada,Training and Educational Services,140777
Health,Public Health Agency of Canada,Training and Educational Services,1879725
Health,Public Health Agency of Canada,Training and Educational Services,0
Health,Public Health Agency of Canada,Other Services,177320
Health,Public Health Agency of Canada,Other Services,116936
Health,Public Health Agency of Canada,Legal Services,549969
Health,Public Health Agency of Canada,Legal Services,1591843
Health,Public Health Agency of Canada,Legal Services,7619
Health,Public Health Agency of Canada,Legal Services,0
Health,Public Health Agency of Canada,Management Consulting,169720
Health,Public Health Agency of Canada,Management Consulting,111828
Health,Public Health Agency of Canada,Management Consulting,804100
Health,Public Health Agency of Canada,Management Consulting,539781
Health,Public Health Agency of Canada,Management Consulting,120308
Health,Public Health Agency of Canada,Management Consulting,1190061
Health,Public Health Agency of Canada,Management Consulting,140250
Health,Public Health Agency of Canada,Management Consulting,364537
Health,Public Health Agency of Canada,Management Consulting,2139758
Health,Public Health Agency of Canada,Management Consulting,806536
Health,Public Health Agency of Canada,Management Consulting,271250
Health,Public Health Agency of Canada,Management Consulting,136575
Health,Public Health Agency of Canada,Management Consulting,0
Health,Public Health Agency of Canada,Other Services,543181
Health,Public Health Agency of Canada,Other Services,101649
Health,Public Health Agency of Canada,Other Services,167261
Health,Public Health Agency of Canada,Other Services,118885
Health,Public Health Agency of Canada,Other Services,142985
Health,Public Health Agency of Canada,Other Services,234000
Health,Public Health Agency of Canada,Other Services,21902786
Health,Public Health Agency of Canada,Other Services,363853
Health,Public Health Agency of Canada,Training and Educational Services,609640
Health,Public Health Agency of Canada,Temporary Help Services,0
Health,Public Health Agency of Canada,Training and Educational Services,217299
Health,Public Health Agency of Canada,Temporary Help Services,145769
Health,Public Health Agency of Canada,Temporary Help Services,1023577
Health,Public Health Agency of Canada,Temporary Help Services,154507
Health,Public Health Agency of Canada,Temporary Help Services,331627
Health,Public Health Agency of Canada,Scientific and Research Services,390235
Health,Public Health Agency of Canada,Scientific and Research Services,424661
Health,Public Health Agency of Canada,Scientific and Research Services,0
Health,Public Health Agency of Canada,Special Fees and Services,807841
Health,Public Health Agency of Canada,Special Fees and Services,0
Health,Public Health Agency of Canada,Temporary Help Services,219004
Health,Public Health Agency of Canada,Temporary Help Services,627778
Health,Public Health Agency of Canada,Temporary Help Services,185180
Health,Public Health Agency of Canada,Temporary Help Services,205696
Health,Public Health Agency of Canada,Temporary Help Services,1509454
Health,Public Health Agency of Canada,Temporary Help Services,416435
Health,Public Health Agency of Canada,Temporary Help Services,263268
Health,Public Health Agency of Canada,Temporary Help Services,140905
Health,Public Health Agency of Canada,Temporary Help Services,193343
Health,Public Health Agency of Canada,Temporary Help Services,105612
Health,Public Health Agency of Canada,Temporary Help Services,150070
Health,Public Health Agency of Canada,Informatics Services,320082
Health,Public Health Agency of Canada,Informatics Services,642570
Health,Public Health Agency of Canada,Informatics Services,0
Health,Public Health Agency of Canada,Interpretation and Translation Services,429357
Health,Public Health Agency of Canada,Informatics Services,635696
Health,Public Health Agency of Canada,Informatics Services,105826
Health,Public Health Agency of Canada,Informatics Services,241614
Health,Public Health Agency of Canada,Informatics Services,124692
Health,Public Health Agency of Canada,Informatics Services,145663
Health,Public Health Agency of Canada,Informatics Services,13781509
Health,Public Health Agency of Canada,Informatics Services,679834
Health,Public Health Agency of Canada,Business Services,341306
Health,Public Health Agency of Canada,Engineering and Architectural Services,0
Health,Public Health Agency of Canada,Business Services,0
Health,Public Health Agency of Canada,Engineering and Architectural Services,66478
Health,Public Health Agency of Canada,Business Services,139081
Health,Public Health Agency of Canada,Business Services,445228
Health,Public Health Agency of Canada,Business Services,3566192
Health,Public Health Agency of Canada,Business Services,574218
Health,Public Health Agency of Canada,Health and Welfare Services,176765
Health,Public Health Agency of Canada,Health and Welfare Services,0
Health,Public Health Agency of Canada,Health and Welfare Services,1011061
Health,Public Health Agency of Canada,Health and Welfare Services,102599
Health,Public Health Agency of Canada,Health and Welfare Services,135971
Health,Public Health Agency of Canada,Health and Welfare Services,148718
Parliament,Senate Ethics Officer,Business Services,0
Parliament,Senate Ethics Officer,Business Services,13107
Parliament,Senate Ethics Officer,Training and Educational Services,0
Parliament,Senate Ethics Officer,Training and Educational Services,2095
Parliament,Senate Ethics Officer,Informatics Services,0
Parliament,Senate Ethics Officer,Informatics Services,7175
Parliament,Senate Ethics Officer,Management Consulting,0
Parliament,Senate Ethics Officer,Management Consulting,1250
Parliament,Senate Ethics Officer,Special Fees and Services,0
Parliament,Senate Ethics Officer,Special Fees and Services,2034
Parliament,Senate Ethics Officer,Other Services,0
Parliament,Senate Ethics Officer,Other Services,1000
Health,Assisted Human Reproduction Agency of Canada,Training and Educational Services,0
Health,Assisted Human Reproduction Agency of Canada,Training and Educational Services,20211
Health,Assisted Human Reproduction Agency of Canada,Management Consulting,0
Health,Assisted Human Reproduction Agency of Canada,Management Consulting,35862
Health,Assisted Human Reproduction Agency of Canada,Other Services,0
Health,Assisted Human Reproduction Agency of Canada,Other Services,1564
Health,Assisted Human Reproduction Agency of Canada,Special Fees and Services,0
Health,Assisted Human Reproduction Agency of Canada,Special Fees and Services,8042
Health,Assisted Human Reproduction Agency of Canada,Temporary Help Services,0
Health,Assisted Human Reproduction Agency of Canada,Temporary Help Services,105263
Health,Assisted Human Reproduction Agency of Canada,Business Services,0
Health,Assisted Human Reproduction Agency of Canada,Business Services,83000
Health,Assisted Human Reproduction Agency of Canada,Interpretation and Translation Services,0
Health,Assisted Human Reproduction Agency of Canada,Interpretation and Translation Services,21316
Health,Assisted Human Reproduction Agency of Canada,Legal Services,0
Health,Assisted Human Reproduction Agency of Canada,Legal Services,182138
